Provincia,Punto Digital,Actividad,Eje,Categoría,Subcategoría,Menores de 12,De 12 a 20,De 21 a 65,Mayores de 65,Asistentes totales por ejes,% por Ejes,fecha
FORMOSA,Clorinda,Permisos de circulación,¿Tenés un proyecto?,Otros,--,0,380,410,300,1090,0.35 %,2021-01-01
FORMOSA,Clorinda,Asesoramiento para inscripción de la carrera Contador Público,Servicio municipal,Otros,--,0,40,70,80,190,0.06 %,2021-01-01
FORMOSA,Clorinda,Trámites web ANSES,Trámites,Trámites ANSES,Constancia de inscripción,0,80,290,350,720,0.23 %,2021-01-01
JUJUY,Abra Pampa,Produccion Audiovisual,Aprendé más,Capacitación en tecnologías,--,20,70,50,0,140,0.04 %,2021-01-01
JUJUY,Abra Pampa,Produccion Audiovisual turno TARDE,Aprendé más,Capacitación en tecnologías,--,0,100,40,0,140,0.04 %,2021-01-01
JUJUY,Abra Pampa,Aprendiendo quena y Zampoña,Manos a la obra,Otros oficios,Otros,50,100,0,0,150,0.05 %,2021-01-01
JUJUY,Abra Pampa,Aprendiendo Quena y Zampoña TURNO TARDE,Manos a la obra,Otros oficios,Otros,20,30,0,0,50,0.02 %,2021-01-01
JUJUY,Abra Pampa,Art Home,Manos a la obra,Otros oficios,Pintura,20,80,40,0,140,0.04 %,2021-01-01
JUJUY,Abra Pampa,Fotografía Inicial,Aprendé más,Capacitación en tecnologías,--,0,40,110,0,150,0.05 %,2021-01-01
JUJUY,Abra Pampa,locucion,Aprendé más,Capacitación en tecnologías,--,0,60,80,0,140,0.04 %,2021-01-01
JUJUY,Abra Pampa,Realización Audiovisual TURNO MAÑANA,Aprendé más,Capacitación en tecnologías,--,0,15,55,0,70,0.02 %,2021-01-01
JUJUY,Abra Pampa,Realización Audiovisual TURNO TARDE,Aprendé más,Capacitación en tecnologías,--,0,20,45,0,65,0.02 %,2021-01-01
JUJUY,Huacalera,Soporte a tramites de Anses,Trámites,Trámites ANSES,Otros,0,5,30,20,55,0.02 %,2021-01-01
JUJUY,Palpalá I,Tramites en General,Trámites,Trámites en general,Constancia de inscripción,0,233,420,125,778,0.25 %,2021-01-01
JUJUY,Palpalá I,Navegación Libre,@prender la compu,Navegación libre,--,0,0,0,0,0,0.00 %,2021-01-01
JUJUY,Palpalá II (San José),TRAMITES EN GENERAL,Trámites,Trámites en general,Constancia de inscripción,0,400,600,100,1100,0.35 %,2021-01-01
JUJUY,Perico,Videoconferencia desde Punto Digital de Los Cocos: dispositivos para adultos mayores,Videoconferencias,Otra videoconferencia,--,0,0,0,0,0,0.00 %,2021-01-01
JUJUY,Perico,Capacitación del Programa SUMAR,Servicio municipal,Capacitación,--,0,0,25,0,25,0.01 %,2021-01-01
JUJUY,San Salvador de Jujuy I (Orígenes),PIE VIRTUAL I,Aprendé más,Capacitación en tecnologías,--,0,0,30,0,30,0.01 %,2021-01-01
JUJUY,San Salvador de Jujuy I (Orígenes),PEI VIRTUAL II,Aprendé más,Capacitación en tecnologías,--,0,0,30,0,30,0.01 %,2021-01-01
JUJUY,San Salvador de Jujuy I (Orígenes),PEI VIRTUAL II,Aprendé más,Capacitación en tecnologías,--,0,0,30,0,30,0.01 %,2021-01-01
JUJUY,San Salvador de Jujuy I (Orígenes),ASISTENCIA TUTORIAS PEI,¿Tenés un proyecto?,Microemprendimiento,--,0,0,20,0,20,0.01 %,2021-01-01
JUJUY,San Salvador de Jujuy I (Orígenes),Administracion y organizacion de centros vecinales innovadores,Aprendé más,Capacitación en tecnologías,--,0,0,10,5,15,0.00 %,2021-01-01
JUJUY,Yuto,CAPACITACION DEL DENGUE,Servicio municipal,Actividades municipales,--,0,0,30,0,30,0.01 %,2021-01-01
JUJUY,Yuto,Agentes Ambientales,Servicio municipal,Actividades municipales,--,0,0,35,0,35,0.01 %,2021-01-01
JUJUY,Yuto,Capacitación contra el Dengue,Servicio municipal,Articulacion municipales,--,0,0,33,0,33,0.01 %,2021-01-01
JUJUY,Rodeito,Clases virtuales teológicas,Aprendé más,Otros,--,0,0,15,0,15,0.00 %,2021-01-01
JUJUY,Rodeito,Curso de Operador de P.C.,@prender la compu,Alfabetización digital,--,20,32,0,0,52,0.02 %,2021-01-01
MENDOZA,Malargüe,Escuela de verano,Servicio municipal,Articulacion municipales,--,235,25,4,0,264,0.08 %,2021-01-01
MISIONES,Eldorado,Videoconferencia desde Punto Digital de Los Cocos: dispositivos para adultos mayores,Videoconferencias,Otra videoconferencia,--,0,3,5,1,9,0.00 %,2021-01-01
MISIONES,Puerto Piray,Capacitación al personal municipal,Servicio municipal,Capacitación,--,0,5,10,0,15,0.00 %,2021-01-01
MISIONES,San Vicente (Misiones),Videoconferencia desde Punto Digital de Los Cocos: dispositivos para adultos mayores,Videoconferencias,Otra videoconferencia,--,0,5,30,2,37,0.01 %,2021-01-01
MISIONES,San Vicente (Misiones),Uso de PC para navegación libre,@prender la compu,Navegación libre,--,56,78,281,4,419,0.13 %,2021-01-01
MISIONES,San Vicente (Misiones),Inscripciones para la Red Maker.,Servicio municipal,Otros,--,47,83,70,0,200,0.06 %,2021-01-01
MISIONES,San Vicente (Misiones),Convertí tu negocio en una franquicia.,Videoconferencias,Otra videoconferencia,--,0,9,35,0,44,0.01 %,2021-01-01
NEUQUEN,Manzano Amargo,Videoconferencia con programa PISEAR,Videoconferencias,Otra videoconferencia,--,0,0,2,0,2,0.00 %,2021-01-01
NEUQUEN,Manzano Amargo,Apoyo para la obtención de certificados Provinciales y Nacionales,Trámites,Trámites en general,Constancia de inscripción,0,2,6,0,8,0.00 %,2021-01-01
NEUQUEN,Loncopué,Tramites de Anses,Trámites,Trámites ANSES,Constancia de inscripción,0,0,24,30,54,0.02 %,2021-01-01
RIO NEGRO,General Roca,ANSES en tu Barrio,Trámites,Trámites ANSES,Constancia de inscripción,0,25,80,15,120,0.04 %,2021-01-01
SANTA FE,Cañada de Gómez,TALLER DE GESTION AMBIENTAL (parte teorica),Aprendé más,Capacitación en tecnologías,--,0,16,71,0,87,0.03 %,2021-01-01
SANTA FE,Cañada de Gómez,TALLER DE GESTION AMBIENTAL (parte práctica),Aprendé más,Otros,--,0,16,71,0,87,0.03 %,2021-01-01
SANTA FE,Cañada de Gómez,TALLER DE ALBAÑILERIA (Parte teorica),Manos a la obra,Inserción laboral,--,0,21,18,0,39,0.01 %,2021-01-01
SANTA FE,Ceres,Videoconferencia desde Punto Digital de Los Cocos: dispositivos para adultos mayores,Videoconferencias,Otra videoconferencia,--,0,0,11,15,26,0.01 %,2021-01-01
SANTA FE,Ceres,Proyecto de Alfabetización y Acompañamiento escolar,Aprendé más,Apoyo escolar,--,15,11,3,0,29,0.01 %,2021-01-01
SANTA FE,Comuna Emilia,Comienzo de Colonia de Vacaciones,Servicio municipal,Actividades municipales,--,960,60,140,0,1160,0.37 %,2021-01-01
SANTA FE,Comuna Emilia,El porqué de la construcción,¿Tenés un proyecto?,Formación profesional,--,0,0,104,0,104,0.03 %,2021-01-01
SANTA FE,Comuna Emilia,Taller de guitarra,Aprendé más,Otros,--,36,0,16,0,52,0.02 %,2021-01-01
SANTA FE,Comuna Emilia,Clases de ritmo,¿Tenés un proyecto?,Otros,--,272,0,120,0,392,0.12 %,2021-01-01
SANTA FE,Comuna Emilia,Pago ANSES.,Servicio municipal,Otros,--,0,2,7,45,54,0.02 %,2021-01-01
SANTA FE,El Trébol,Asistencia sobre trámites online,Trámites,Trámites en general,Constancia de inscripción,0,15,87,54,156,0.05 %,2021-01-01
SANTA FE,El Trébol,Plataforma de Aprendizaje Virtual,Aprendé más,Capacitación en tecnologías,--,0,4,7,0,11,0.00 %,2021-01-01
SANTA FE,El Trébol,Reuniones virtuales,Videoconferencias,Educación,--,0,2,18,5,25,0.01 %,2021-01-01
SANTA FE,El Trébol,Proyecto QR en El Trébol,Servicio municipal,Articulacion municipales,--,0,0,12,4,16,0.01 %,2021-01-01
SANTA FE,Granadero Baigorria I,Asesoramiento a jubilados.,Servicio municipal,Otros,--,0,0,0,8,8,0.00 %,2021-01-01
SANTA FE,Granadero Baigorria I,Armado de CV y Correos Electrónicos.,Servicio municipal,Otros,--,0,4,6,0,10,0.00 %,2021-01-01
SANTA FE,Granadero Baigorria I,Solicitud de Turnos en ANSES.,Trámites,Trámites ANSES,Registro de antecedentes penales,0,0,5,6,11,0.00 %,2021-01-01
SANTA FE,Granadero Baigorria I,Inscripción al boleto educativo gratuito.,Trámites,Trámites en general,Constancia de inscripción,0,0,0,0,0,0.00 %,2021-01-01
SANTA FE,Granadero Baigorria I,Impresión y carga de la libreta de Asignación Universal.,Trámites,Trámites ANSES,Constancia de inscripción,0,0,0,0,0,0.00 %,2021-01-01
SANTA FE,Granadero Baigorria I,Uso libre del Espacio de Entretenimiento.,Servicio municipal,Uso libre,--,0,0,0,0,0,0.00 %,2021-01-01
SANTA FE,Granadero Baigorria I,Consulta en el padrón de la Tarjeta Alimentar.,Trámites,Trámites en general,Constancia de inscripción,0,0,3,0,3,0.00 %,2021-01-01
SANTA FE,Granadero Baigorria I,Validador de Identidad en el Punto Digital,Trámites,Trámites en general,Constancia de inscripción,0,0,10,0,10,0.00 %,2021-01-01
SANTA FE,Granadero Baigorria I,Reempadronamiento de Tarjeta Única de Ciudadana,Trámites,Trámites en general,Constancia de inscripción,0,0,5,3,8,0.00 %,2021-01-01
SANTA FE,Llambi Campbell,Charla presencial de educación vial.,Servicio municipal,Actividades municipales,--,0,0,0,0,0,0.00 %,2021-01-01
SANTA FE,Llambi Campbell,Oficina Virtual EPE Santa Fe,Trámites,Trámites en general,--,0,0,38,14,52,0.02 %,2021-01-01
SANTA FE,Llambi Campbell,Inscripciones - Momentos felices 2021,Servicio municipal,"Actividades culturales, deportivas, artísticas",Deportivas,0,0,25,0,25,0.01 %,2021-01-01
SANTA FE,Llambi Campbell,Tramites Online,Trámites,Trámites ANSES,Constancia de inscripción,0,0,45,12,57,0.02 %,2021-01-01
SANTA FE,Llambi Campbell,El area Desarrollo Social Informa.,Trámites,Trámites en general,Constancia de inscripción,0,0,15,5,20,0.01 %,2021-01-01
SANTA FE,Puerto General San Martín,Videoconferencia desde Punto Digital de Los Cocos: dispositivos para adultos mayores,Videoconferencias,Otra videoconferencia,--,0,0,2,5,7,0.00 %,2021-01-01
SANTA FE,Puerto General San Martín,Verano Activo,Aprendé más,Apoyo escolar,--,5,12,0,0,17,0.01 %,2021-01-01
SANTA FE,Puerto General San Martín,Santa Fe Más,Manos a la obra,Inserción laboral,--,0,15,33,0,48,0.02 %,2021-01-01
SANTA FE,Puerto General San Martín,Licencias de Conducir - Nuevas,Servicio municipal,Otros,--,0,13,10,0,23,0.01 %,2021-01-01
SANTA FE,Sauce Viejo,ATENCIÓN VIRTUAL EN TRÁMITES DIGITALES,Trámites,Trámites en general,Constancia de inscripción,0,3,15,2,20,0.01 %,2021-01-01
SANTA FE,Sauce Viejo,TRÁMITES DIGITALES,Trámites,Trámites en general,Constancia de inscripción,0,7,61,2,70,0.02 %,2021-01-01
SANTA FE,Sauce Viejo,Entrega de Ayuda Alimentaria,Servicio municipal,Actividades municipales,--,0,0,56,0,56,0.02 %,2021-01-01
SANTA FE,Sauce Viejo,Curso de Formación Vial y Exámen Teórico de Licencia de Conducir,Servicio municipal,Otros,--,0,2,45,7,54,0.02 %,2021-01-01
SANTA FE,Tostado,Videoconferencia desde Punto Digital de Los Cocos: dispositivos para adultos mayores,Videoconferencias,Otra videoconferencia,--,0,0,12,5,17,0.01 %,2021-01-01
SANTA FE,Ibarlucea,Taller sobre abordaje de la problemática social,Servicio municipal,Información y prevención,--,0,0,4,0,4,0.00 %,2021-01-01
SANTA FE,Ibarlucea,Inscripcion a Colonia de Verano 2021 Niños y Niñas Mayores,Servicio municipal,Articulacion municipales,--,2,4,75,0,81,0.03 %,2021-01-01
SANTA FE,Ibarlucea,Saludamos a Papá Noel en Navidad,Servicio municipal,"Actividades culturales, deportivas, artísticas",Artísticas y culturales,2,1,6,1,10,0.00 %,2021-01-01
SANTA FE,Ibarlucea,Saludamos a Papá Noel en Navidad por la tarde,Servicio municipal,"Actividades culturales, deportivas, artísticas",Artísticas y culturales,1,1,2,0,4,0.00 %,2021-01-01
SANTA FE,Ibarlucea,TEATRO PARA NIÑOS,Servicio municipal,"Actividades culturales, deportivas, artísticas",Artísticas y culturales,10,10,1,0,21,0.01 %,2021-01-01
SANTA FE,Ibarlucea,Reunión de coordinación,Servicio municipal,Articulacion municipales,--,0,12,34,3,49,0.02 %,2021-01-01
SANTA FE,Ibarlucea,Reunión de Promoción Comunitaria,Servicio municipal,Articulacion municipales,--,0,4,19,0,23,0.01 %,2021-01-01
SANTA FE,Ibarlucea,Reuniones de Deporte,Servicio municipal,Articulacion municipales,--,0,24,36,0,60,0.02 %,2021-01-01
SANTA FE,Ibarlucea,venta y carga de tarjeta MOVI,Servicio municipal,Otros,--,0,225,230,4,459,0.15 %,2021-01-01
SANTA FE,Ibarlucea,SALUD ANIMAL 2021,Servicio municipal,Otros,--,0,25,20,0,45,0.01 %,2021-01-01
SANTA FE,Ibarlucea,CARGA DE TARJETAS SUBE,Servicio municipal,Otros,--,0,108,50,0,158,0.05 %,2021-01-01
SANTA FE,Ibarlucea,Trámites AFIP,Trámites,Trámites AFIP,--,1,2,5,0,8,0.00 %,2021-01-01
SANTA FE,Ibarlucea,C.I.T: Curso de Introducción al Trabajo - inscripción,Servicio municipal,Capacitación,--,0,25,32,0,57,0.02 %,2021-01-01
SANTA FE,Ibarlucea,CONVOCATORIA PARA ACTUALIZACION DE CURRICULUM VITAE,Manos a la obra,Inserción laboral,--,0,6,17,0,23,0.01 %,2021-01-01
SANTA FE,Ibarlucea,API,Trámites,Trámites en general,Constancia de inscripción,0,0,12,2,14,0.00 %,2021-01-01
SANTA FE,Ibarlucea,PATENTES 2021,Trámites,Trámites en general,Constancia de inscripción,0,1,8,3,12,0.00 %,2021-01-01
SANTA FE,Ibarlucea,Punto de contacto Anses 2021,Trámites,Trámites ANSES,Constancia de inscripción,0,33,28,2,63,0.02 %,2021-01-01
SANTA FE,Ibarlucea,Capacitación a EMPRENDEDORES,Servicio municipal,Capacitación,--,0,2,5,2,9,0.00 %,2021-01-01
SANTA FE,Ibarlucea,Colonia 2021,Servicio municipal,Articulacion municipales,--,72,2,0,0,74,0.02 %,2021-01-01
SANTA FE,Ibarlucea,TURNOS para Bancos,Trámites,Trámites en general,Constancia de inscripción,0,24,6,5,35,0.01 %,2021-01-01
SANTA FE,Ibarlucea,Servicio de Folletería Personal,¿Tenés un proyecto?,Otros,--,3,36,41,12,92,0.03 %,2021-01-01
SANTA FE,Ibarlucea,VALIDACION de DNI y obtención de SIMBOLO INTERNACIONAL,Trámites,Trámites en general,Constancia de inscripción,0,4,2,0,6,0.00 %,2021-01-01
SANTA FE,Ibarlucea,P.E.I. (Programa de Emprendimiento Independiente),Servicio municipal,Articulacion municipales,--,0,2,2,0,4,0.00 %,2021-01-01
SANTA FE,Rosario III (Asociación Nazareth),taller de música,@prender la compu,Otros,--,0,14,18,1,33,0.01 %,2021-01-01
SANTA FE,Rosario III (Asociación Nazareth),Taller de Filosofia,@prender la compu,Otros,--,0,14,19,2,35,0.01 %,2021-01-01
SANTA FE,Rosario III (Asociación Nazareth),Taller de Sexualidad,¿Tenés un proyecto?,Otros,--,0,15,19,1,35,0.01 %,2021-01-01
SANTA FE,Rosario III (Asociación Nazareth),Taller de Ajedrez,¿Tenés un proyecto?,Otros,--,0,18,19,2,39,0.01 %,2021-01-01
SANTA FE,Rosario III (Asociación Nazareth),Cine Debate,¿Tenés un proyecto?,Otros,--,0,19,19,1,39,0.01 %,2021-01-01
SANTA FE,Rosario III (Asociación Nazareth),Teatro,¿Tenés un proyecto?,Otros,--,0,20,19,2,41,0.01 %,2021-01-01
SANTA FE,Rosario III (Asociación Nazareth),Uso libre del espacio de juego y microcine,Aprendé más,Otros,--,3,18,18,1,40,0.01 %,2021-01-01
SANTA FE,Rosario III (Asociación Nazareth),Taller de Neuroestimulación,¿Tenés un proyecto?,Otros,--,0,18,18,2,38,0.01 %,2021-01-01
SANTA FE,Villa Gobernador Gálvez,Conectando en tiempos de pandemia,Aprendé más,Apoyo escolar,--,50,250,300,200,800,0.25 %,2021-01-01
SANTA FE,Ciudad de Santa Fe I (CAJ),Videoconferencia desde Punto Digital de Los Cocos: dispositivos para adultos mayores,Videoconferencias,Otra videoconferencia,--,0,0,13,8,21,0.01 %,2021-01-01
SANTA FE,Ciudad de Santa Fe I (CAJ),“Estación Facundo” - Oficina de apoyo territorial en la realización de trámites para la comunidad.,Servicio municipal,Actividades municipales,--,0,57,267,35,359,0.11 %,2021-01-01
SANTA FE,Ciudad de Santa Fe I (CAJ),Colonia de vacaciones 2021 (TM),Servicio municipal,"Actividades culturales, deportivas, artísticas",Artísticas y culturales,128,72,0,0,200,0.06 %,2021-01-01
SANTA FE,Ciudad de Santa Fe I (CAJ),Encuentros de Virtalidad (TM),Servicio municipal,Capacitación,--,0,24,16,0,40,0.01 %,2021-01-01
SANTA FE,Ciudad de Santa Fe I (CAJ),Taller de Guitarra y Percusión,Servicio municipal,Capacitación,--,0,32,16,0,48,0.02 %,2021-01-01
SANTA FE,Comuna Fighiera,TRAMITACIÓN DEL PERMISO DE CIRCULACIÓN VERANO - E INTER-PROVINCIALES/.,Servicio municipal,Actividades municipales,--,0,40,35,10,85,0.03 %,2021-01-01
SANTA FE,Comuna Fighiera,UNIDAD DE AISLAMIENTO Y CONSULTORIO DE FEBRILES,Servicio municipal,Uso libre,--,12,25,36,20,93,0.03 %,2021-01-01
SANTA FE,Comuna Fighiera,ENTREGA DE SEMILLAS (copia),Servicio municipal,Articulacion municipales,--,0,30,60,20,110,0.04 %,2021-01-01
SANTA FE,Comuna Fighiera,Tramitación de libre de multas para sacar licencias de conducir,Trámites,Trámites Municipales,Constancia de inscripción,0,20,42,21,83,0.03 %,2021-01-01
SANTA FE,Comuna Fighiera,TRAMITACIÓN DE BECAS FORTALECER CULTURA PARA PROFESORES,Trámites,Trámites en general,Constancia de inscripción,0,4,12,0,16,0.01 %,2021-01-01
SANTA FE,Comuna Fighiera,CURSO DE CAPACITACIÓN EN OFICIOS SANTA FE MÁS : COSTURA,Aprendé más,Capacitación en tecnologías,--,0,60,72,0,132,0.04 %,2021-01-01
SANTA FE,Comuna Fighiera,CURSO DE CAPACITACIÓN EN OFICIOS SANTA FE MÁS : JARDINERÍA,Aprendé más,Capacitación en tecnologías,--,0,64,68,0,132,0.04 %,2021-01-01
SANTA FE,Comuna Fighiera,CURSO DE CAPACITACIÓN EN OFICIOS SANTA FE MÁS : CONSTRUCCIÓN EN SECO,Aprendé más,Capacitación en tecnologías,--,0,72,60,0,132,0.04 %,2021-01-01
SANTA FE,Capitán Bermudez,TRAMITES DE ANSES,Trámites,Trámites ANSES,Registro de antecedentes penales,0,5,33,8,46,0.01 %,2021-01-01
SANTA FE,Capitán Bermudez,ENTREVISTA NIÑEZ Y GÉNERO,Servicio municipal,Información y prevención,--,0,0,19,0,19,0.01 %,2021-01-01
SANTA FE,Capitán Bermudez,PSICOLOGÍA ÁREA NIÑEZ Y GÉNERO,Servicio municipal,Uso terapéutico,--,8,3,0,0,11,0.00 %,2021-01-01
SANTA FE,Capitán Bermudez,VIDEOCONFERENCIA ÁREA NIÑEZ Y GÉNERO,Videoconferencias,Herramientas de gestión,--,0,0,15,0,15,0.00 %,2021-01-01
SANTA FE,Capitán Bermudez,REGISTRO DE TARJETA SUBE,Trámites,Trámites en general,Solicitud de Turnos,0,0,12,5,17,0.01 %,2021-01-01
SANTA FE,Capitán Bermudez,VIDEOCONFERENCIA ÁREA DISCAPACIDAD,Videoconferencias,Discapacidad,--,0,0,3,0,3,0.00 %,2021-01-01
SANTA FE,Capitán Bermudez,ENTREVISTA ÁREA PREVENCIÓN Y CONSUMOS PROBLEMÁTICO,Servicio municipal,Uso terapéutico,--,0,0,6,0,6,0.00 %,2021-01-01
SANTA FE,Capitán Bermudez,ENTREGA DE BOLSONES DE MERCADERÍA,Servicio municipal,Uso libre,--,0,0,192,12,204,0.06 %,2021-01-01
SAN JUAN,25 de Mayo (San Juan),TRAMITES DE ANSES,Trámites,Trámites ANSES,Constancia de inscripción,0,20,50,25,95,0.03 %,2021-01-01
SAN JUAN,25 de Mayo (San Juan),TRAMITES DE AFIP,Trámites,Trámites AFIP,Registro de antecedentes penales,0,0,22,5,27,0.01 %,2021-01-01
SAN JUAN,Media Agua,Videoconferencia desde Punto Digital de Los Cocos: dispositivos para adultos mayores,Videoconferencias,Otra videoconferencia,--,0,460,745,36,1241,0.40 %,2021-01-01
SAN JUAN,"Rawson I (Biblioteca, San Juan)",Club de Lectura,Aprendé más,Otros,--,10,15,21,0,46,0.01 %,2021-01-01
SAN JUAN,"Rawson I (Biblioteca, San Juan)",Taller de lectura y Escritura Creativa,Aprendé más,Otros,--,0,14,10,0,24,0.01 %,2021-01-01
SAN JUAN,"Rawson I (Biblioteca, San Juan)",“Surgentes”,¿Tenés un proyecto?,Formación profesional,--,0,4,14,0,18,0.01 %,2021-01-01
SAN JUAN,"Rawson I (Biblioteca, San Juan)",Presentaciones de libros JIN Ediciones,Aprendé más,Otros,--,0,0,15,0,15,0.00 %,2021-01-01
SAN JUAN,"Rawson II (Médano de Oro, San Juan)",TRAMITES ONLINE,Trámites,Trámites en general,Constancia de inscripción,0,38,145,0,183,0.06 %,2021-01-01
SALTA,Ciudad de Salta II (Barrio Unión),Videoconferencia desde Punto Digital de Los Cocos: dispositivos para adultos mayores,Videoconferencias,Otra videoconferencia,--,0,0,12,0,12,0.00 %,2021-01-01
SALTA,San Antonio de los Cobres I,Uso libre de PC,@prender la compu,Navegación libre,--,0,10,10,0,20,0.01 %,2021-01-01
SALTA,Ciudad de Salta IV (CIC Constitución),Videoconferencia desde Punto Digital de Los Cocos: dispositivos para adultos mayores,Videoconferencias,Otra videoconferencia,--,0,0,3,1,4,0.00 %,2021-01-01
SALTA,Ciudad de Salta V (Penal de Castañares),ACTIVIDAD FISICA,Aprendé más,Otros,--,0,19,0,0,19,0.01 %,2021-01-01
SALTA,Ciudad de Salta V (Penal de Castañares),"ACTIVIDADES RECREATIVAS juegos de cartas, ping pong y metegol",Manos a la obra,Otros oficios,Otros,0,276,0,0,276,0.09 %,2021-01-01
SALTA,Ciudad de Salta V (Penal de Castañares),TALLER CINE,Aprendé más,Otros,--,0,115,0,0,115,0.04 %,2021-01-01
SALTA,Ciudad de Salta V (Penal de Castañares),VIDEO JUEGO,Aprendé más,Otros,--,0,50,0,0,50,0.02 %,2021-01-01
SALTA,Ciudad de Salta V (Penal de Castañares),taller futbol,Aprendé más,Otros,--,0,276,0,0,276,0.09 %,2021-01-01
SALTA,Ciudad de Salta V (Penal de Castañares),TALLER VOLEY,Aprendé más,Otros,--,0,129,0,0,129,0.04 %,2021-01-01
SALTA,Ciudad de Salta V (Penal de Castañares),CAMINO HACIA LOS SACRAMENTOS,Aprendé más,Otros,--,0,26,0,0,26,0.01 %,2021-01-01
SALTA,Ciudad de Salta V (Penal de Castañares),VIDEO LLAMADAS,Manos a la obra,Oficios digitales,--,0,52,0,0,52,0.02 %,2021-01-01
SALTA,Ciudad de Salta V (Penal de Castañares),comunicacion telefonica,Aprendé más,Otros,--,0,2,2,0,4,0.00 %,2021-01-01
SALTA,Pichanal,CAJ (CENTRO DE ACCESO A LA JUSTICIA),Trámites,Trámites en general,Constancia de inscripción,0,52,350,20,422,0.13 %,2021-01-01
SALTA,Pichanal,Atención Virtual,Trámites,Trámites en general,Constancia de inscripción,0,420,500,150,1070,0.34 %,2021-01-01
SALTA,Pichanal,Taller de CINE Y VIDEO,@prender la compu,Otros,--,600,550,0,0,1150,0.37 %,2021-01-01
SALTA,San Antonio de los Cobres II (Olacapato),Cine en familia,¿Tenés un proyecto?,Otros,--,6,16,18,0,40,0.01 %,2021-01-01
SANTA CRUZ,Puerto San Julián,Videoconferencia desde Punto Digital de Los Cocos: dispositivos para adultos mayores,Videoconferencias,Otra videoconferencia,--,0,0,6,0,6,0.00 %,2021-01-01
